Date,Equity
6/6/2013,"$146,912.50 "
6/10/2013,"$150,012.50 "
6/12/2013,"$154,937.50 "
6/14/2013,"$158,437.50 "
6/17/2013,"$156,787.50 "
6/20/2013,"$158,575.00 "
6/24/2013,"$157,700.00 "
6/28/2013,"$159,125.00 "
7/1/2013,"$157,725.00 "
7/2/2013,"$157,275.00 "
7/3/2013,"$157,900.00 "
7/10/2013,"$160,000.00 "
7/11/2013,"$158,075.00 "
7/12/2013,"$159,175.00 "
7/15/2013,"$158,650.00 "
7/16/2013,"$158,000.00 "
7/17/2013,"$157,900.00 "
7/19/2013,"$159,050.00 "
7/22/2013,"$158,475.00 "
7/24/2013,"$157,425.00 "
7/25/2013,"$158,125.00 "
7/26/2013,"$155,725.00 "
7/30/2013,"$154,525.00 "
8/2/2013,"$157,275.00 "
8/6/2013,"$157,700.00 "
8/9/2013,"$156,650.00 "
8/14/2013,"$156,200.00 "
8/19/2013,"$154,700.00 "
8/20/2013,"$155,100.00 "
8/21/2013,"$154,700.00 "
8/23/2013,"$154,600.00 "
8/27/2013,"$156,100.00 "
8/28/2013,"$157,887.50 "
8/30/2013,"$157,337.50 "
9/3/2013,"$155,737.50 "
9/5/2013,"$158,687.50 "
9/6/2013,"$158,462.50 "
9/10/2013,"$162,762.50 "
9/11/2013,"$162,262.50 "
9/17/2013,"$165,062.50 "
9/18/2013,"$163,462.50 "
9/19/2013,"$163,362.50 "
9/23/2013,"$165,512.50 "
9/24/2013,"$165,087.50 "
9/27/2013,"$162,287.50 "
9/30/2013,"$162,862.50 "
10/2/2013,"$161,112.50 "
10/4/2013,"$161,512.50 "
10/7/2013,"$160,662.50 "
10/8/2013,"$161,137.50 "
10/11/2013,"$168,487.50 "
10/14/2013,"$167,562.50 "
10/17/2013,"$167,262.50 "
10/22/2013,"$166,462.50 "
10/23/2013,"$164,262.50 "
10/24/2013,"$163,737.50 "
10/25/2013,"$163,112.50 "
10/30/2013,"$163,762.50 "
10/31/2013,"$165,087.50 "
11/1/2013,"$163,887.50 "
11/5/2013,"$161,837.50 "
11/6/2013,"$160,837.50 "
11/7/2013,"$159,637.50 "
11/8/2013,"$160,937.50 "
11/12/2013,"$161,987.50 "
11/13/2013,"$162,337.50 "
11/18/2013,"$167,387.50 "
11/20/2013,"$168,237.50 "
11/21/2013,"$164,912.50 "
11/22/2013,"$166,412.50 "
11/26/2013,"$165,937.50 "
12/2/2013,"$165,187.50 "
12/3/2013,"$165,712.50 "
12/9/2013,"$167,312.50 "
12/12/2013,"$168,775.00 "
12/17/2013,"$170,875.00 "
12/18/2013,"$170,425.00 "
12/19/2013,"$171,725.00 "
12/20/2013,"$170,625.00 "
12/24/2013,"$174,225.00 "
12/27/2013,"$173,450.00 "
1/2/2014,"$171,850.00 "
1/6/2014,"$171,925.00 "
1/7/2014,"$171,075.00 "
1/9/2014,"$170,725.00 "
1/13/2014,"$171,275.00 "
1/14/2014,"$172,950.00 "
1/16/2014,"$174,550.00 "
1/21/2014,"$173,900.00 "
1/23/2014,"$171,450.00 "
1/24/2014,"$172,950.00 "
1/29/2014,"$172,975.00 "
1/30/2014,"$172,925.00 "
1/31/2014,"$170,125.00 "
2/3/2014,"$171,625.00 "
2/4/2014,"$173,350.00 "
2/5/2014,"$171,250.00 "
2/6/2014,"$169,600.00 "
2/10/2014,"$175,700.00 "
2/11/2014,"$174,575.00 "
2/12/2014,"$175,725.00 "
2/13/2014,"$175,300.00 "
2/14/2014,"$176,650.00 "
2/20/2014,"$177,900.00 "
2/25/2014,"$178,400.00 "
2/26/2014,"$177,475.00 "
2/27/2014,"$176,175.00 "
3/3/2014,"$174,950.00 "
3/5/2014,"$175,450.00 "
3/6/2014,"$174,500.00 "
3/7/2014,"$175,000.00 "
3/10/2014,"$175,325.00 "
3/12/2014,"$175,925.00 "
3/13/2014,"$173,375.00 "
3/14/2014,"$174,025.00 "
3/19/2014,"$179,525.00 "
3/20/2014,"$180,225.00 "
3/24/2014,"$175,925.00 "
3/25/2014,"$174,600.00 "
3/26/2014,"$175,450.00 "
3/27/2014,"$177,050.00 "
4/1/2014,"$180,250.00 "
4/7/2014,"$181,200.00 "
4/8/2014,"$182,887.50 "
4/10/2014,"$184,987.50 "
4/11/2014,"$186,625.00 "
4/15/2014,"$187,375.00 "
4/17/2014,"$189,050.00 "
4/22/2014,"$187,600.00 "
4/23/2014,"$187,000.00 "
4/24/2014,"$186,450.00 "
4/28/2014,"$184,725.00 "
4/30/2014,"$184,125.00 "
5/1/2014,"$183,375.00 "
5/2/2014,"$182,850.00 "
5/5/2014,"$181,750.00 "
5/8/2014,"$182,450.00 "
5/9/2014,"$182,150.00 "
5/13/2014,"$183,500.00 "
5/15/2014,"$185,000.00 "
5/20/2014,"$187,637.50 "
5/21/2014,"$187,062.50 "
5/28/2014,"$193,062.50 "
5/29/2014,"$192,662.50 "
5/30/2014,"$192,912.50 "
6/9/2014,"$197,937.50 "
6/10/2014,"$198,212.50 "
6/18/2014,"$199,262.50 "
6/19/2014,"$198,912.50 "
6/20/2014,"$198,362.50 "
6/23/2014,"$197,912.50 "
6/24/2014,"$197,237.50 "
6/25/2014,"$193,587.50 "
6/26/2014,"$191,987.50 "
7/2/2014,"$194,887.50 "
7/3/2014,"$194,287.50 "
7/8/2014,"$195,237.50 "
7/10/2014,"$192,387.50 "
7/11/2014,"$192,162.50 "
7/15/2014,"$194,812.50 "
7/16/2014,"$194,087.50 "
7/17/2014,"$191,837.50 "
7/18/2014,"$192,312.50 "
7/21/2014,"$192,812.50 "
7/22/2014,"$191,612.50 "
7/23/2014,"$191,512.50 "
7/28/2014,"$193,012.50 "
7/30/2014,"$189,862.50 "
7/31/2014,"$191,362.50 "
8/1/2014,"$193,075.00 "
8/5/2014,"$193,175.00 "
8/6/2014,"$193,275.00 "
8/7/2014,"$189,425.00 "
8/8/2014,"$188,925.00 "
8/13/2014,"$188,350.00 "
8/15/2014,"$189,450.00 "
8/19/2014,"$191,075.00 "
8/20/2014,"$190,525.00 "
8/22/2014,"$189,825.00 "
8/27/2014,"$189,100.00 "
8/29/2014,"$189,325.00 "
9/2/2014,"$188,775.00 "
9/3/2014,"$187,900.00 "
9/4/2014,"$187,225.00 "
9/5/2014,"$184,775.00 "
9/8/2014,"$185,025.00 "
9/10/2014,"$186,875.00 "
9/12/2014,"$186,175.00 "
9/15/2014,"$187,300.00 "
9/19/2014,"$192,900.00 "
9/23/2014,"$194,975.00 "
9/25/2014,"$193,325.00 "
9/26/2014,"$193,825.00 "
9/29/2014,"$193,625.00 "
9/30/2014,"$192,900.00 "
10/1/2014,"$191,275.00 "
10/6/2014,"$193,875.00 "
10/7/2014,"$195,375.00 "
10/8/2014,"$196,900.00 "
10/9/2014,"$197,100.00 "
10/10/2014,"$199,850.00 "
10/15/2014,"$192,150.00 "
10/17/2014,"$198,050.00 "
10/22/2014,"$207,075.00 "
10/23/2014,"$207,300.00 "
10/24/2014,"$206,350.00 "
10/29/2014,"$208,200.00 "
10/30/2014,"$208,575.00 "
11/3/2014,"$213,525.00 "
11/4/2014,"$214,050.00 "
11/6/2014,"$214,650.00 "
11/7/2014,"$213,700.00 "
11/11/2014,"$213,175.00 "
11/14/2014,"$213,300.00 "
11/17/2014,"$212,700.00 "
11/18/2014,"$211,300.00 "
11/20/2014,"$211,025.00 "
11/24/2014,"$214,075.00 "
11/26/2014,"$213,800.00 "
12/2/2014,"$215,150.00 "
12/4/2014,"$216,500.00 "
12/5/2014,"$215,725.00 "
12/8/2014,"$215,125.00 "
12/9/2014,"$216,900.00 "
12/10/2014,"$216,762.50 "
12/11/2014,"$216,762.50 "
12/12/2014,"$212,762.50 "
12/15/2014,"$212,962.50 "
12/18/2014,"$216,712.50 "
12/19/2014,"$222,287.50 "
12/24/2014,"$221,687.50 "
12/26/2014,"$221,062.50 "
12/29/2014,"$221,512.50 "
12/31/2014,"$222,712.50 "
1/2/2015,"$222,812.50 "
1/8/2015,"$226,562.50 "
1/9/2015,"$229,912.50 "
1/12/2015,"$231,662.50 "
1/13/2015,"$224,362.50 "
1/14/2015,"$224,987.50 "
1/15/2015,"$224,287.50 "
1/20/2015,"$227,537.50 "
1/21/2015,"$225,787.50 "
1/23/2015,"$230,637.50 "
1/26/2015,"$231,262.50 "
1/27/2015,"$226,062.50 "
1/30/2015,"$225,362.50 "
2/3/2015,"$227,637.50 "
2/4/2015,"$231,687.50 "
2/5/2015,"$230,737.50 "
2/6/2015,"$232,387.50 "
2/9/2015,"$234,037.50 "
2/11/2015,"$233,587.50 "
2/17/2015,"$235,862.50 "
2/18/2015,"$235,737.50 "
2/20/2015,"$234,962.50 "
2/23/2015,"$236,862.50 "
2/26/2015,"$235,287.50 "
2/27/2015,"$234,862.50 "
3/3/2015,"$233,512.50 "
3/4/2015,"$234,137.50 "
3/6/2015,"$232,987.50 "
3/9/2015,"$234,862.50 "
3/10/2015,"$231,362.50 "
3/11/2015,"$232,162.50 "
3/13/2015,"$234,712.50 "
3/16/2015,"$232,187.50 "
3/17/2015,"$231,087.50 "
3/19/2015,"$230,487.50 "
3/20/2015,"$228,987.50 "
3/24/2015,"$228,387.50 "
3/25/2015,"$229,887.50 "
3/31/2015,"$233,287.50 "
4/1/2015,"$234,787.50 "
4/7/2015,"$239,425.00 "
4/8/2015,"$239,425.00 "
4/13/2015,"$240,325.00 "
4/14/2015,"$241,825.00 "
4/16/2015,"$243,175.00 "
4/17/2015,"$245,200.00 "
4/21/2015,"$244,450.00 "
4/22/2015,"$243,825.00 "
4/24/2015,"$245,575.00 "
4/27/2015,"$244,850.00 "
4/28/2015,"$244,650.00 "
4/29/2015,"$243,650.00 "
4/30/2015,"$245,200.00 "
5/5/2015,"$246,550.00 "
5/6/2015,"$248,725.00 "
5/11/2015,"$254,675.00 "
5/12/2015,"$255,875.00 "
5/15/2015,"$260,375.00 "
5/18/2015,"$259,300.00 "
5/22/2015,"$259,200.00 "
5/26/2015,"$260,700.00 "
5/28/2015,"$261,325.00 "
6/2/2015,"$260,300.00 "
6/5/2015,"$262,000.00 "
6/8/2015,"$260,600.00 "
6/9/2015,"$261,100.00 "
6/11/2015,"$265,600.00 "
6/15/2015,"$267,025.00 "
6/17/2015,"$267,775.00 "
6/19/2015,"$269,875.00 "
6/22/2015,"$269,225.00 "
6/23/2015,"$267,825.00 "
6/25/2015,"$268,700.00 "
7/2/2015,"$270,700.00 "
7/6/2015,"$271,050.00 "
7/8/2015,"$267,000.00 "
7/9/2015,"$265,975.00 "
7/14/2015,"$269,725.00 "
7/16/2015,"$271,925.00 "
7/17/2015,"$272,125.00 "
7/20/2015,"$271,500.00 "
7/22/2015,"$271,500.00 "
7/23/2015,"$268,950.00 "
7/24/2015,"$269,100.00 "
7/29/2015,"$272,850.00 "
7/31/2015,"$272,500.00 "
8/3/2015,"$270,600.00 "
8/4/2015,"$270,625.00 "
8/5/2015,"$268,800.00 "
8/6/2015,"$268,675.00 "
8/11/2015,"$266,625.00 "
8/12/2015,"$268,125.00 "
8/17/2015,"$266,900.00 "
8/19/2015,"$268,400.00 "
8/25/2015,"$256,950.00 "
8/31/2015,"$256,750.00 "
9/3/2015,"$260,500.00 "
9/8/2015,"$260,025.00 "
9/9/2015,"$263,775.00 "
9/10/2015,"$268,512.50 "
9/11/2015,"$264,312.50 "
9/17/2015,"$268,012.50 "
9/21/2015,"$267,212.50 "
9/22/2015,"$262,212.50 "
9/23/2015,"$262,462.50 "
9/24/2015,"$261,487.50 "
9/28/2015,"$254,887.50 "
9/29/2015,"$256,387.50 "
10/1/2015,"$260,037.50 "
10/2/2015,"$262,162.50 "
10/5/2015,"$265,912.50 "
10/6/2015,"$272,062.50 "
10/7/2015,"$269,962.50 "
10/8/2015,"$270,362.50 "
10/9/2015,"$269,312.50 "
10/13/2015,"$268,637.50 "
10/16/2015,"$272,787.50 "
10/20/2015,"$271,937.50 "
10/21/2015,"$270,737.50 "
10/22/2015,"$269,887.50 "
10/23/2015,"$273,887.50 "
10/27/2015,"$274,587.50 "
10/29/2015,"$275,937.50 "
10/30/2015,"$276,062.50 "
11/3/2015,"$277,262.50 "
11/5/2015,"$277,112.50 "
11/12/2015,"$274,262.50 "
11/13/2015,"$276,487.50 "
11/17/2015,"$280,687.50 "
11/18/2015,"$279,837.50 "
11/19/2015,"$284,887.50 "
11/20/2015,"$283,387.50 "
11/23/2015,"$281,287.50 "
11/24/2015,"$280,612.50 "
11/25/2015,"$280,662.50 "
11/27/2015,"$280,062.50 "
12/1/2015,"$279,187.50 "
12/2/2015,"$281,137.50 "
12/3/2015,"$283,637.50 "
12/7/2015,"$285,287.50 "
12/8/2015,"$285,887.50 "
12/11/2015,"$276,087.50 "
12/14/2015,"$278,412.50 "
12/16/2015,"$278,512.50 "
12/18/2015,"$280,012.50 "
12/21/2015,"$281,737.50 "
12/23/2015,"$285,712.50 "
12/24/2015,"$290,612.50 "
12/28/2015,"$291,487.50 "
12/30/2015,"$290,987.50 "
12/31/2015,"$292,487.50 "
1/4/2016,"$292,787.50 "
1/6/2016,"$289,387.50 "
1/7/2016,"$291,612.50 "
1/8/2016,"$293,787.50 "
1/11/2016,"$286,887.50 "
1/12/2016,"$283,087.50 "
1/13/2016,"$279,412.50 "
1/14/2016,"$283,237.50 "
1/15/2016,"$276,487.50 "
1/19/2016,"$274,962.50 "
1/20/2016,"$265,362.50 "
1/22/2016,"$271,100.00 "
1/25/2016,"$273,800.00 "
1/26/2016,"$274,775.00 "
1/27/2016,"$274,825.00 "
1/28/2016,"$275,050.00 "
1/29/2016,"$278,800.00 "
2/1/2016,"$282,550.00 "
2/5/2016,"$278,600.00 "
2/8/2016,"$280,225.00 "
2/11/2016,"$274,800.00 "
2/12/2016,"$272,725.00 "
2/16/2016,"$276,775.00 "
2/18/2016,"$284,775.00 "
2/19/2016,"$286,025.00 "
2/23/2016,"$285,325.00 "
2/24/2016,"$286,825.00 "
3/1/2016,"$291,562.50 "
3/2/2016,"$295,962.50 "
3/7/2016,"$295,612.50 "
3/9/2016,"$295,862.50 "
3/10/2016,"$294,912.50 "
3/14/2016,"$293,862.50 "
3/15/2016,"$294,162.50 "
3/18/2016,"$299,962.50 "
3/21/2016,"$299,187.50 "
3/30/2016,"$302,937.50 "
3/31/2016,"$305,637.50 "
4/1/2016,"$305,137.50 "
4/7/2016,"$304,837.50 "
4/8/2016,"$303,662.50 "
4/13/2016,"$307,812.50 "
4/15/2016,"$307,662.50 "
4/20/2016,"$309,862.50 "
4/25/2016,"$309,087.50 "
4/27/2016,"$306,687.50 "
4/29/2016,"$308,187.50 "
5/3/2016,"$307,412.50 "
5/4/2016,"$308,062.50 "
5/9/2016,"$309,062.50 "
5/10/2016,"$307,612.50 "
5/12/2016,"$308,662.50 "
5/17/2016,"$309,012.50 "
5/18/2016,"$309,137.50 "
5/23/2016,"$308,187.50 "
5/27/2016,"$307,562.50 "
6/1/2016,"$307,062.50 "
6/2/2016,"$305,362.50 "
6/3/2016,"$303,787.50 "
6/9/2016,"$304,937.50 "
6/16/2016,"$299,087.50 "
6/21/2016,"$301,562.50 "
6/22/2016,"$300,562.50 "
6/24/2016,"$292,812.50 "
6/27/2016,"$297,425.00 "
6/29/2016,"$301,175.00 "
6/30/2016,"$306,300.00 "
7/6/2016,"$308,525.00 "
7/8/2016,"$312,275.00 "
7/11/2016,"$316,500.00 "
7/14/2016,"$315,075.00 "
7/19/2016,"$314,175.00 "
7/20/2016,"$313,525.00 "
7/21/2016,"$311,925.00 "
7/22/2016,"$311,850.00 "
7/25/2016,"$311,050.00 "
7/26/2016,"$310,450.00 "
7/27/2016,"$309,350.00 "
7/28/2016,"$308,975.00 "
7/29/2016,"$308,500.00 "
8/1/2016,"$308,100.00 "
8/3/2016,"$309,650.00 "
8/8/2016,"$313,650.00 "
8/11/2016,"$313,300.00 "
8/12/2016,"$312,550.00 "
8/15/2016,"$311,800.00 "
8/16/2016,"$309,750.00 "
8/17/2016,"$310,400.00 "
8/19/2016,"$309,000.00 "
8/22/2016,"$308,775.00 "
8/24/2016,"$307,225.00 "
8/25/2016,"$308,150.00 "
8/26/2016,"$306,100.00 "
8/29/2016,"$305,025.00 "
8/30/2016,"$304,325.00 "
8/31/2016,"$305,100.00 "
9/6/2016,"$304,800.00 "
9/7/2016,"$304,600.00 "
9/8/2016,"$303,100.00 "
9/9/2016,"$304,600.00 "
9/12/2016,"$307,050.00 "
9/13/2016,"$306,200.00 "
9/14/2016,"$305,750.00 "
9/16/2016,"$306,100.00 "
9/19/2016,"$304,250.00 "
9/20/2016,"$302,350.00 "
9/21/2016,"$301,450.00 "
9/23/2016,"$305,650.00 "
9/26/2016,"$307,425.00 "
9/29/2016,"$309,475.00 "
9/30/2016,"$310,175.00 "
10/3/2016,"$308,075.00 "
10/4/2016,"$307,650.00 "
10/6/2016,"$306,150.00 "
10/10/2016,"$304,625.00 "
10/11/2016,"$301,125.00 "
10/12/2016,"$301,575.00 "
10/13/2016,"$296,475.00 "
10/17/2016,"$291,200.00 "
10/18/2016,"$290,100.00 "
10/21/2016,"$290,625.00 "
10/25/2016,"$290,025.00 "
10/26/2016,"$290,500.00 "
11/1/2016,"$286,900.00 "
11/2/2016,"$287,925.00 "
11/8/2016,"$293,225.00 "
11/9/2016,"$290,925.00 "
11/15/2016,"$290,150.00 "
11/16/2016,"$290,800.00 "
11/17/2016,"$289,850.00 "
11/21/2016,"$290,300.00 "
11/23/2016,"$291,750.00 "
11/28/2016,"$289,925.00 "
11/29/2016,"$290,800.00 "
12/1/2016,"$291,575.00 "
12/6/2016,"$293,125.00 "
12/8/2016,"$291,975.00 "
12/14/2016,"$290,175.00 "
12/15/2016,"$290,475.00 "
12/21/2016,"$290,825.00 "
12/22/2016,"$291,625.00 "
12/28/2016,"$291,675.00 "
12/29/2016,"$292,625.00 "
12/30/2016,"$290,025.00 "
1/3/2017,"$287,925.00 "
1/6/2017,"$286,500.00 "
1/12/2017,"$284,400.00 "
1/17/2017,"$282,425.00 "
1/18/2017,"$282,525.00 "
1/26/2017,"$287,625.00 "
1/27/2017,"$288,100.00 "
2/6/2017,"$292,550.00 "
2/7/2017,"$292,275.00 "
2/13/2017,"$298,525.00 "
2/14/2017,"$297,500.00 "
2/16/2017,"$297,350.00 "
2/22/2017,"$296,350.00 "
2/23/2017,"$295,775.00 "
2/24/2017,"$294,725.00 "
2/28/2017,"$293,300.00 "
3/1/2017,"$291,425.00 "
3/2/2017,"$291,175.00 "
3/3/2017,"$292,150.00 "
3/6/2017,"$291,825.00 "
3/8/2017,"$290,725.00 "
3/9/2017,"$290,675.00 "
3/10/2017,"$288,100.00 "
3/14/2017,"$286,300.00 "
3/16/2017,"$288,925.00 "
3/17/2017,"$288,675.00 "
3/21/2017,"$288,425.00 "
3/24/2017,"$287,625.00 "
3/27/2017,"$287,950.00 "
3/29/2017,"$288,800.00 "
3/30/2017,"$288,550.00 "
4/3/2017,"$287,050.00 "
4/4/2017,"$287,750.00 "
4/5/2017,"$283,900.00 "
4/10/2017,"$283,150.00 "
4/11/2017,"$280,350.00 "
4/18/2017,"$281,475.00 "
4/19/2017,"$278,950.00 "
4/20/2017,"$278,550.00 "
4/24/2017,"$276,475.00 "
4/26/2017,"$280,075.00 "
5/1/2017,"$280,500.00 "
5/2/2017,"$279,700.00 "
5/3/2017,"$279,925.00 "
5/8/2017,"$281,025.00 "
5/10/2017,"$281,075.00 "
5/11/2017,"$279,775.00 "
5/12/2017,"$279,150.00 "
5/16/2017,"$279,950.00 "
5/17/2017,"$281,450.00 "
5/18/2017,"$283,625.00 "
5/23/2017,"$287,375.00 "
5/24/2017,"$290,325.00 "
5/26/2017,"$290,025.00 "
6/2/2017,"$292,675.00 "
6/6/2017,"$293,125.00 "
6/7/2017,"$292,775.00 "
6/8/2017,"$292,250.00 "
6/13/2017,"$291,200.00 "
6/14/2017,"$291,250.00 "
6/15/2017,"$292,050.00 "
6/20/2017,"$295,050.00 "
6/21/2017,"$295,825.00 "
6/27/2017,"$295,075.00 "
6/28/2017,"$295,500.00 "
6/29/2017,"$294,750.00 "
6/30/2017,"$295,375.00 "
7/5/2017,"$295,525.00 "
7/6/2017,"$295,675.00 "
7/10/2017,"$295,025.00 "
7/11/2017,"$294,100.00 "
7/14/2017,"$293,625.00 "
7/17/2017,"$295,625.00 "
7/18/2017,"$295,800.00 "
7/20/2017,"$297,050.00 "
7/21/2017,"$297,125.00 "
7/26/2017,"$296,975.00 "
7/28/2017,"$298,050.00 "
7/31/2017,"$298,050.00 "
8/2/2017,"$297,300.00 "
8/3/2017,"$297,000.00 "
8/7/2017,"$297,000.00 "
8/8/2017,"$296,725.00 "
8/10/2017,"$297,675.00 "
8/11/2017,"$299,650.00 "
8/15/2017,"$304,450.00 "
8/16/2017,"$303,700.00 "
8/17/2017,"$300,100.00 "
8/18/2017,"$301,725.00 "
8/23/2017,"$306,575.00 "
8/24/2017,"$306,475.00 "
8/28/2017,"$306,225.00 "
8/29/2017,"$306,475.00 "
9/5/2017,"$309,525.00 "
9/7/2017,"$308,725.00 "
9/11/2017,"$306,700.00 "
9/12/2017,"$308,850.00 "
9/15/2017,"$308,825.00 "
9/19/2017,"$310,575.00 "
9/20/2017,"$310,450.00 "
9/21/2017,"$309,300.00 "
9/22/2017,"$309,600.00 "
9/25/2017,"$308,350.00 "
9/26/2017,"$307,275.00 "
9/27/2017,"$307,425.00 "
10/3/2017,"$310,250.00 "
10/4/2017,"$309,350.00 "
10/6/2017,"$310,350.00 "
10/9/2017,"$310,400.00 "
10/12/2017,"$310,000.00 "
10/13/2017,"$309,650.00 "
10/16/2017,"$309,550.00 "
10/18/2017,"$309,075.00 "
10/19/2017,"$306,425.00 "
10/23/2017,"$306,500.00 "
10/24/2017,"$307,325.00 "
10/25/2017,"$305,675.00 "
10/30/2017,"$307,850.00 "
10/31/2017,"$307,825.00 "
11/1/2017,"$308,625.00 "
11/6/2017,"$307,800.00 "
11/7/2017,"$308,150.00 "
11/8/2017,"$308,075.00 "
11/9/2017,"$305,175.00 "
11/10/2017,"$305,250.00 "
11/14/2017,"$303,200.00 "
11/15/2017,"$303,250.00 "
11/17/2017,"$304,550.00 "
11/21/2017,"$303,225.00 "
11/24/2017,"$302,725.00 "
11/29/2017,"$303,325.00 "
11/30/2017,"$301,700.00 "
12/1/2017,"$296,100.00 "
12/5/2017,"$290,400.00 "
12/6/2017,"$291,350.00 "
12/11/2017,"$295,700.00 "
12/13/2017,"$294,425.00 "
12/14/2017,"$293,625.00 "
12/15/2017,"$293,975.00 "
12/19/2017,"$296,975.00 "
12/20/2017,"$297,325.00 "
12/22/2017,"$296,425.00 "
12/26/2017,"$296,400.00 "
12/27/2017,"$295,750.00 "
12/28/2017,"$295,400.00 "
1/4/2018,"$299,150.00 "
1/5/2018,"$303,250.00 "
1/8/2018,"$301,675.00 "
1/10/2018,"$301,575.00 "
1/12/2018,"$305,375.00 "
1/16/2018,"$303,125.00 "
1/17/2018,"$301,350.00 "
1/18/2018,"$302,450.00 "
1/19/2018,"$301,775.00 "
1/23/2018,"$308,525.00 "
1/26/2018,"$306,900.00 "
1/29/2018,"$306,150.00 "
1/30/2018,"$308,012.50 "
2/2/2018,"$303,825.00 "
2/5/2018,"$308,075.00 "
2/6/2018,"$311,825.00 "
2/8/2018,"$314,450.00 "
2/13/2018,"$315,750.00 "
2/14/2018,"$312,000.00 "
2/21/2018,"$305,650.00 "
2/23/2018,"$304,125.00 "
2/28/2018,"$303,600.00 "
3/2/2018,"$303,050.00 "
3/5/2018,"$306,800.00 "
3/6/2018,"$310,700.00 "
3/7/2018,"$310,000.00 "
3/12/2018,"$313,750.00 "
3/13/2018,"$314,800.00 "
3/19/2018,"$303,900.00 "
3/22/2018,"$298,400.00 "
3/23/2018,"$301,337.50 "
3/26/2018,"$302,987.50 "
3/27/2018,"$310,862.50 "
3/28/2018,"$313,200.00 "
3/29/2018,"$316,950.00 "
4/2/2018,"$318,725.00 "
4/4/2018,"$319,712.50 "
4/6/2018,"$318,987.50 "
4/9/2018,"$321,262.50 "
4/11/2018,"$322,112.50 "
4/12/2018,"$319,937.50 "
4/17/2018,"$323,687.50 "
4/18/2018,"$327,712.50 "
4/19/2018,"$329,212.50 "
4/20/2018,"$330,525.00 "
4/24/2018,"$321,425.00 "
4/25/2018,"$320,625.00 "
4/27/2018,"$322,425.00 "
5/1/2018,"$323,925.00 "
5/3/2018,"$317,562.50 "
5/8/2018,"$317,887.50 "
5/11/2018,"$320,862.50 "
5/14/2018,"$321,612.50 "
5/18/2018,"$321,212.50 "
5/21/2018,"$319,662.50 "
5/22/2018,"$319,612.50 "
5/23/2018,"$320,737.50 "
5/29/2018,"$322,237.50 "
5/31/2018,"$325,562.50 "
6/1/2018,"$324,512.50 "
6/5/2018,"$327,912.50 "
6/7/2018,"$327,337.50 "
6/8/2018,"$326,887.50 "
6/12/2018,"$328,337.50 "
6/14/2018,"$328,312.50 "
6/15/2018,"$326,912.50 "
6/19/2018,"$321,562.50 "
6/21/2018,"$319,387.50 "
6/22/2018,"$318,787.50 "
6/25/2018,"$312,337.50 "
6/26/2018,"$312,487.50 "
6/27/2018,"$310,337.50 "
6/28/2018,"$311,312.50 "
7/2/2018,"$308,462.50 "
7/9/2018,"$312,037.50 "
7/13/2018,"$318,837.50 "
7/17/2018,"$319,537.50 "
7/20/2018,"$319,237.50 "
7/24/2018,"$317,287.50 "
7/27/2018,"$318,337.50 "
7/30/2018,"$320,262.50 "
7/31/2018,"$319,487.50 "
8/2/2018,"$321,437.50 "
8/7/2018,"$328,187.50 "
8/8/2018,"$328,287.50 "
8/10/2018,"$323,287.50 "
8/13/2018,"$322,687.50 "
8/15/2018,"$317,787.50 "
8/16/2018,"$314,537.50 "
8/17/2018,"$314,487.50 "
8/24/2018,"$314,337.50 "
8/28/2018,"$318,887.50 "
8/29/2018,"$318,287.50 "
8/30/2018,"$316,887.50 "
8/31/2018,"$317,612.50 "
9/6/2018,"$314,562.50 "
9/10/2018,"$313,512.50 "
9/11/2018,"$312,512.50 "
9/18/2018,"$312,887.50 "
9/19/2018,"$312,987.50 "
9/20/2018,"$311,462.50 "
9/21/2018,"$313,162.50 "
9/25/2018,"$314,487.50 "
10/1/2018,"$315,937.50 "
10/2/2018,"$316,362.50 "
10/4/2018,"$312,112.50 "
10/5/2018,"$314,087.50 "
10/10/2018,"$309,637.50 "
10/11/2018,"$314,187.50 "
10/16/2018,"$317,937.50 "
10/17/2018,"$321,912.50 "
10/18/2018,"$320,962.50 "
10/22/2018,"$315,562.50 "
10/23/2018,"$317,825.00 "
10/24/2018,"$320,750.00 "
10/25/2018,"$322,025.00 "
10/26/2018,"$316,075.00 "
10/29/2018,"$309,525.00 "
11/2/2018,"$297,725.00 "
11/7/2018,"$302,537.50 "
11/8/2018,"$310,112.50 "
11/9/2018,"$311,612.50 "
11/14/2018,"$302,712.50 "
11/15/2018,"$301,862.50 "
11/16/2018,"$300,462.50 "
11/19/2018,"$299,412.50 "
11/23/2018,"$295,687.50 "
11/28/2018,"$293,337.50 "
11/29/2018,"$295,787.50 "
12/4/2018,"$290,687.50 "
12/6/2018,"$298,612.50 "
12/7/2018,"$293,812.50 "
12/10/2018,"$295,312.50 "
12/13/2018,"$292,662.50 "
12/14/2018,"$294,162.50 "
12/17/2018,"$297,787.50 "
12/19/2018,"$288,687.50 "
12/20/2018,"$290,187.50 "
12/26/2018,"$295,525.00 "
12/27/2018,"$303,375.00 "
1/2/2019,"$303,750.00 "
1/4/2019,"$300,275.00 "
1/7/2019,"$303,425.00 "
1/8/2019,"$301,550.00 "
1/18/2019,"$306,325.00 "
1/22/2019,"$310,525.00 "
1/28/2019,"$309,500.00 "
1/30/2019,"$312,675.00 "
1/31/2019,"$317,175.00 "
