"Date","Time","Open","High","Low","Close","Vol","OI","exHurst1","exHurst2","xh4","exHurst1","exHurst2","xh5","p","xH1","xH2","Signal","Price","BarsAgo","BuildTime","Wavelength","dZ","edge%","~Hit%","~CallStrike","~PutStrike","MaxRetDate","x_est","ZMA","Upper Band","Lower Band"
02/26/2015,17:00,66.58,66.80,63.38,63.75,459584,414582,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,66.46,66.90,0.00,0.00
02/27/2015,17:00,64.55,65.52,64.04,65.34,399494,407565,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,66.35,66.46,0.00,0.00
03/02/2015,17:00,65.03,66.62,64.29,65.17,427177,381560,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,66.25,66.08,0.00,0.00
03/03/2015,17:00,65.38,66.41,65.03,66.10,370597,373277,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,66.17,65.80,0.00,0.00
03/04/2015,17:00,66.19,67.57,65.18,67.11,463989,354820,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,66.13,65.70,0.00,0.00
03/05/2015,17:00,67.20,67.98,66.19,66.34,370953,339273,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,66.12,65.70,0.00,0.00
03/06/2015,17:00,66.47,66.80,64.46,65.19,406840,302172,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,66.10,65.70,0.00,0.00
03/09/2015,17:00,65.18,66.37,64.83,65.58,409877,251098,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,66.07,65.69,0.00,0.00
03/10/2015,17:00,65.66,65.94,63.78,63.87,395761,215728,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,65.99,65.59,0.00,0.00
03/11/2015,17:00,64.35,64.63,62.91,63.75,404590,181658,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,65.87,65.38,0.00,0.00
03/12/2015,17:00,64.02,64.34,62.44,62.63,358381,159596,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,65.70,65.05,0.00,0.00
03/13/2015,17:00,62.51,62.86,60.33,60.42,395722,139207,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,65.44,64.53,0.00,0.00
03/16/2015,17:00,60.39,60.58,58.43,59.46,367600,123139,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,65.06,63.82,0.00,0.00
03/17/2015,17:00,59.42,59.78,57.99,59.04,346310,73542,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,64.61,62.98,0.00,0.00
03/18/2015,17:00,58.09,60.92,57.61,60.24,220638,48951,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,64.14,62.17,0.00,0.00
03/19/2015,17:00,60.20,60.40,58.36,59.12,375989,527600,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,63.67,61.40,0.00,0.00
03/20/2015,17:00,59.25,61.02,58.41,60.16,379180,527303,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,63.22,60.77,0.00,0.00
03/23/2015,17:00,60.00,61.20,58.92,61.04,292417,529039,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,62.83,60.35,0.00,0.00
03/24/2015,17:00,61.05,62.15,60.26,61.10,309553,523027,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,62.52,60.11,0.00,0.00
03/25/2015,17:00,61.31,63.05,60.59,62.80,398795,521512,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,62.29,60.12,0.00,0.00
03/26/2015,17:00,62.61,66.07,62.32,65.02,515277,507568,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,62.22,60.43,0.00,0.00
03/27/2015,17:00,64.60,64.97,61.80,62.46,384092,482507,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,62.19,60.85,0.00,0.00
03/30/2015,17:00,62.16,62.75,61.20,62.27,355866,479356,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,62.17,61.26,0.00,0.00
03/31/2015,17:00,62.32,62.32,60.87,61.19,365748,471923,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,62.13,61.55,0.00,0.00
04/01/2015,17:00,61.14,64.04,60.64,63.68,451104,461361,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,62.13,61.83,0.00,0.00
04/02/2015,17:00,63.18,63.86,61.70,62.73,453394,440920,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,62.15,62.09,0.00,0.00
04/06/2015,17:00,63.06,65.83,63.06,65.73,325282,439250,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,62.25,62.45,0.00,0.00
04/07/2015,17:00,65.54,67.72,64.76,67.57,548870,411524,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,62.47,63.03,0.00,0.00
04/08/2015,17:00,66.77,66.82,63.96,64.01,552627,336102,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,62.69,63.57,0.00,0.00
04/09/2015,17:00,64.59,65.66,64.10,64.38,449531,284295,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,62.91,64.01,0.00,0.00
04/10/2015,17:00,64.32,65.52,63.67,65.23,395135,232250,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,63.12,64.37,0.00,0.00
04/13/2015,17:00,65.40,66.69,65.06,65.50,375534,201606,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,63.35,64.69,0.00,0.00
04/14/2015,17:00,65.64,67.38,65.42,66.88,431026,165956,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,63.60,65.03,0.00,0.00
04/15/2015,17:00,67.14,70.28,66.98,69.98,508904,132536,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,63.96,65.56,0.00,0.00
04/16/2015,17:00,69.51,71.01,68.66,70.30,413134,85071,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,64.39,66.26,0.00,0.00
04/17/2015,17:00,70.16,70.53,69.04,69.51,259079,430515,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,64.86,67.01,0.00,0.00
04/20/2015,17:00,69.94,70.82,68.59,70.07,384481,433577,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,65.34,67.75,0.00,0.00
04/21/2015,17:00,70.13,70.24,68.30,68.80,354244,434424,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,65.78,68.37,0.00,0.00
04/22/2015,17:00,68.53,69.38,67.92,68.35,329631,428255,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,66.17,68.80,0.00,0.00
04/23/2015,17:00,68.47,70.60,67.95,69.93,415569,440126,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,66.54,69.15,0.00,0.00
04/24/2015,17:00,69.72,70.14,68.69,69.34,328322,426707,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,66.88,69.40,0.00,0.00
04/27/2015,17:00,69.49,70.08,68.71,69.18,250558,424309,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,67.19,69.56,0.00,0.00
04/28/2015,17:00,68.84,70.02,68.26,69.25,281864,421193,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,67.47,69.66,0.00,0.00
04/29/2015,17:00,69.12,71.52,68.73,70.77,411097,426816,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,67.74,69.78,0.00,0.00
04/30/2015,17:00,70.74,72.04,70.57,71.82,340322,425000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,68.05,69.99,0.00,0.00
05/01/2015,17:00,71.98,72.09,70.51,71.34,244753,404717,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,68.37,70.26,0.00,0.00
05/04/2015,17:00,71.49,71.92,70.64,71.12,215046,400321,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,68.67,70.53,0.00,0.00
05/05/2015,17:00,71.14,73.29,70.82,72.59,389743,380717,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,68.99,70.84,0.00,0.00
05/06/2015,17:00,72.91,74.77,72.73,73.12,423583,361434,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,69.36,71.22,0.00,0.00
05/07/2015,17:00,72.88,73.50,70.68,71.13,437022,317625,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,69.68,71.52,0.00,0.00
05/08/2015,17:00,71.21,72.09,70.33,71.58,434575,277755,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,69.96,71.74,0.00,0.00
05/11/2015,17:00,71.62,72.04,70.94,71.44,332694,239092,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,70.19,71.87,0.00,0.00
05/12/2015,17:00,71.46,73.55,71.31,72.94,397345,207603,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,70.42,72.00,0.00,0.00
05/13/2015,17:00,73.42,74.04,72.21,72.69,426835,165577,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,70.67,72.15,0.00,0.00
05/14/2015,17:00,72.29,73.03,71.55,72.07,361432,95274,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,70.88,72.26,0.00,0.00
05/15/2015,17:00,71.92,72.05,70.55,71.77,190734,445509,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,71.04,72.32,0.00,0.00
05/18/2015,17:00,71.85,72.94,71.08,71.47,305118,441680,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,71.18,72.31,0.00,0.00
05/19/2015,17:00,71.55,71.65,69.16,69.22,336779,446845,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,71.23,72.13,0.00,0.00
05/20/2015,17:00,69.55,70.27,69.33,70.21,287129,439497,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,71.22,71.85,0.00,0.00
05/21/2015,17:00,70.04,72.17,69.92,71.95,329765,432754,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,71.22,71.62,0.00,0.00
05/22/2015,17:00,71.89,72.03,70.58,70.95,230307,418738,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,71.22,71.44,0.00,0.00
05/26/2015,17:00,71.28,71.48,68.94,69.26,330128,405472,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,71.17,71.20,0.00,0.00
05/27/2015,17:00,69.55,70.18,68.59,68.74,314917,397862,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,71.07,70.88,0.00,0.00
05/28/2015,17:00,68.86,69.30,67.74,68.91,340682,399553,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,70.93,70.51,0.00,0.00
05/29/2015,17:00,69.20,71.93,68.95,71.53,452222,389811,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,70.83,70.28,0.00,0.00
06/01/2015,17:00,71.52,71.87,70.56,71.43,292189,372076,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,70.78,70.20,0.00,0.00
06/02/2015,17:00,71.41,72.81,71.32,72.49,344508,370176,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,70.79,70.30,0.00,0.00
06/03/2015,17:00,72.25,72.66,70.57,70.87,371298,355247,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,70.82,70.45,0.00,0.00
06/04/2015,17:00,70.80,71.17,69.06,69.23,363345,355370,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,70.80,70.52,0.00,0.00
06/05/2015,17:00,69.22,70.46,68.06,70.36,461016,320038,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,70.75,70.53,0.00,0.00
06/08/2015,17:00,70.19,70.36,69.09,69.37,339845,271926,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,70.68,70.46,0.00,0.00
06/09/2015,17:00,69.54,71.91,69.46,71.37,405486,228108,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,70.64,70.43,0.00,0.00
06/10/2015,17:00,71.81,73.05,71.68,72.66,459765,190185,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,70.68,70.53,0.00,0.00
06/11/2015,17:00,72.37,72.76,71.44,72.00,352421,149983,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,70.74,70.72,0.00,0.00
06/12/2015,17:00,71.78,71.86,70.96,71.19,246898,136961,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,70.81,70.91,0.00,0.00
06/15/2015,17:00,71.13,71.21,69.96,70.75,275187,110232,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,70.85,71.05,0.00,0.00
06/16/2015,17:00,70.83,71.60,70.65,71.20,233935,92954,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,70.88,71.14,0.00,0.00
06/17/2015,17:00,71.26,72.61,70.08,71.15,396155,66622,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,70.92,71.20,0.00,0.00
06/18/2015,17:00,70.92,72.15,70.49,71.64,171476,311420,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,70.96,71.25,0.00,0.00
06/19/2015,17:00,71.70,71.75,70.06,70.79,299894,326906,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,70.99,71.27,0.00,0.00
06/22/2015,17:00,70.57,71.45,70.09,71.20,255306,332929,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,71.00,71.28,0.00,0.00
06/23/2015,17:00,71.03,72.31,70.37,71.83,336224,338243,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,71.03,71.30,0.00,0.00
06/24/2015,17:00,71.96,72.39,70.62,71.09,312985,330042,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,71.06,71.32,0.00,0.00
06/25/2015,17:00,71.04,71.28,70.25,70.52,222341,329016,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,71.06,71.29,0.00,0.00
06/26/2015,17:00,70.48,70.78,69.58,70.45,231957,332326,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,71.04,71.21,0.00,0.00
06/29/2015,17:00,69.66,70.09,68.86,69.15,286035,331764,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,70.97,71.03,0.00,0.00
06/30/2015,17:00,69.09,70.51,68.76,70.29,282475,319172,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,70.89,70.83,0.00,0.00
07/01/2015,17:00,69.80,69.80,67.50,67.78,373405,326973,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,70.75,70.52,0.00,0.00
07/02/2015,17:00,67.69,68.77,67.32,67.75,297050,323662,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,70.56,70.11,0.00,0.00
07/06/2015,17:00,67.24,67.61,63.23,63.35,540608,319366,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,70.24,69.42,0.00,0.00
07/07/2015,17:00,63.57,64.25,61.40,63.15,527267,314632,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,69.79,68.50,0.00,0.00
07/08/2015,17:00,63.73,63.78,61.73,62.47,434752,280445,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,69.25,67.43,0.00,0.00
07/09/2015,17:00,62.65,64.36,62.30,63.60,382334,246612,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,68.70,66.38,0.00,0.00
07/10/2015,17:00,63.30,64.71,62.78,63.56,349075,207929,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,68.16,65.45,0.00,0.00
07/13/2015,17:00,62.97,63.99,62.08,63.02,359477,170566,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,67.63,64.65,0.00,0.00
07/14/2015,17:00,62.82,64.25,61.70,63.86,422756,150815,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,67.13,64.04,0.00,0.00
07/15/2015,17:00,64.22,64.32,62.03,62.23,334563,128193,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,66.66,63.53,0.00,0.00
07/16/2015,17:00,62.44,62.99,61.66,61.73,319167,69575,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,66.19,63.07,0.00,0.00
07/17/2015,17:00,61.73,62.05,60.96,61.71,203485,49900,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,65.72,62.65,0.00,0.00
07/20/2015,17:00,61.61,62.08,60.65,60.94,288564,505887,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,65.26,62.24,0.00,0.00
07/21/2015,17:00,60.75,61.91,60.58,61.36,254321,508314,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,64.82,61.88,0.00,0.00
07/22/2015,17:00,61.21,61.21,59.54,59.69,347986,509959,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,64.38,61.50,0.00,0.00
07/23/2015,17:00,59.73,60.13,58.71,58.95,316060,509457,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,63.91,61.06,0.00,0.00
07/24/2015,17:00,59.29,59.53,58.22,58.64,278233,502179,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,63.42,60.57,0.00,0.00
07/27/2015,17:00,58.50,58.70,57.41,57.89,273614,505394,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,62.92,60.04,0.00,0.00
07/28/2015,17:00,57.52,58.94,57.18,58.48,338107,509654,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,62.43,59.54,0.00,0.00
07/29/2015,17:00,58.31,60.02,57.89,59.29,366893,514209,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,61.99,59.15,0.00,0.00
